Name,Country,Type,Ratings,Price_USD,Rating 
Ron Magua Meil ,Dominican Republic,Gold,0,None,0.0
Folly Cove  Gold ,USA,Gold,0,None,0.0
Don Lorenzo Banana ,Bahamas,Flavored,0,None,0.0
Alambic Classique Collection Bellevue 1998 14-Year ,Caribbean,Aged,0,None,0.0
Sugar Skull Madagascar Whileberry ,Caribbean,Flavored,0,None,0.0
Tondena Gold ,Philippines,Gold,0,None,0.0
Cadenhead's Demerara MPM 12-Year ,UK,Aged,0,None,0.0
Cana de Belem White ,Brazil,Light,0,18.08,0.0
Neisson Aged Rum Special Reserve ,Martinique,Aged,0,None,0.0
Kill Devil (Hunter Laing) Panama 2004 10-Year ,Scotland,Aged,0,None,0.0
Mahiki Cognac Cask ,Barbados,Aged,0,None,0.0
Isla De Rico Coconut ,Barbados,Flavored,0,None,0.0
Chantal Comte Plantation de la Montagne Pelee Grand Hors d’Age Rhum,France,Rhum Agricole,0,None,0.0
Damoiseau 1991 ,Guadeloupe,Aged,0,92.78,0.0
Hook's Spiced ,Caribbean,Spiced,0,None,0.0
Cadenhead's Brazilian 15-Year 1999 ,UK,Aged,0,None,0.0
UF30E Albion 1989 ,Guyana,Aged,0,None,0.0
Plantation Trinidad 2003 vintage edition ,Caribbean,Aged,0,None,0.0
Bossa Premium Cachaca,Brazil,Cachaca,0,None,0.0
Alander Spiced ,USA,Spiced,0,None,0.0
Cuba libre el dorado Spiced ,Guyana,Aged,0,None,0.0
Moon Import Uitvlugt demerara 1998 ,Italy,Aged,0,None,0.0
Silver Seal Wildlife Series Long Pond 15 yo Jamaica ,Caribbean,Aged,0,None,0.0
A 1710 Tricentenaire ,Martinique,Aged,0,None,0.0
Kudjoe Spiced ,Jamaica,Spiced,0,None,0.0
Silver Seal Wildlife Series Caroni Trinidad 1997 ,Caribbean,Aged,0,None,0.0
Cotopaxi 13-Year ,Ecuador,Aged,0,None,0.0
Muddy River Coconut ,USA,Flavored,0,None,0.0
Macoucherie Prime Star ,Dominica,Light,0,None,0.0
White Hat Premium Texas ,USA,Light,0,None,0.0
Tres Hombres La Palma Blue 2015 ,Caribbean,Aged,0,None,0.0
Saint James Vieux Tatanka Rhum,Martinique,Rhum Agricole,0,None,0.0
Monarch Pineapple ,USA,Flavored,0,None,0.0
Stoneyard Silver ,USA,Light,0,None,0.0
Bundaberg Vieux 8 ,Australia,Aged,0,None,0.0
Tanduay Centennial Dark 20-year ,Philippines,Aged,0,None,0.0
Emperor Rum Distribution Ltd Emperor Rum ,Mauritius,n/a,0,None,0.0
Paradise Distilling White Sand ,USA,Light,0,None,0.0
Montecristo Spiced ,Guatemala,Spiced,0,None,0.0
Sugar Skull Native Coconut Blend ,Caribbean,Flavored,0,None,0.0
Alambic Classique Collection Sanctus Spiritus 1998 9-Year ,Caribbean,Aged,0,None,0.0
Madras Darboussier Vieux 1983 Rhum,Guadeloupe,Rhum Agricole,0,None,0.0
Bacardi Gran Reserva Maestro de Ron ,Puerto Rico,Light,23,44.13,6.2
Rebellion Spiced ,Caribbean,Spiced,23,18.27,7.2
Plantation Overproof O.F.T.D ,Caribbean,Dark,23,None,7.5
Brugal Leyenda ,Dominican Republic,Aged,23,None,9.0
Mount Gay Eclipse Black ,Barbados,Gold,23,None,7.3
Ron Cubay Anejo ,Cuba,Gold,23,14.93,6.7
Pampero Anejo Seleccion 1938 ,Venezuela,Aged,23,42.43,6.0
Neisson Rhum Agricole Blanc Rhum,Martinique,Rhum Agricole,23,None,8.0
Wild Tiger Special Reserve ,India,Dark,23,None,3.6
Cubaney Gran Reserva 25-Year ,Dominican Republic,Aged,23,76.09,7.7
Plantation Panama 2002 ,Caribbean,Aged,23,None,7.9
Companero Elixir Orange  ,Caribbean,Flavored,23,None,5.0
Diplomatico Liqueur de Rhum ,Venezuela,Flavored,22,None,6.3
Blue Chair Bay White ,Barbados,Light,22,None,5.2
Ron Zacapa 23 Black Label ,Guatemala,Aged,22,None,9.1
HSE Black Sheriff ,Martinique,Aged,22,None,6.9
Captain Morgan Silver Spiced ,Puerto Rico,Light,22,None,5.4
Brugal Especial Extra Dry ,Dominican Republic,Aged,22,None,5.9
English Harbour 1981 ,Antigua,Aged,22,None,8.7
Damoiseau Blanc 50% Rhum,Guadeloupe,Rhum Agricole,22,None,7.0
Matusalem Platino ,Dominican Republic,Light,22,21.52,6.6
Blue Mauritius Gold ,Mauritius,Gold,22,None,7.8
By The Dutch Batavia Arrack 8-Year ,Indonesia,Aged,21,None,4.4
Shellback Spiced ,USA,Spiced,21,None,6.3
Plantation Guatemala XO Extra Old Reserve  ,Caribbean,Aged,21,None,8.0
Richland  Single Estate Old Georgia ,USA,Gold,21,None,7.4
By The Dutch Batavia Arrack 8-Year ,Indonesia,Aged,21,None,4.4
Shellback Spiced ,USA,Spiced,21,None,6.3
Ron Zacapa Centenario XO Premio Platino ,Guatemala,Aged,21,None,8.7
Lamb's Palm Breeze ,Canada,Flavored,20,None,5.1
Rhum JM Blanc Rhum,Martinique,Rhum Agricole,20,None,6.6
Plantation Original Dark Overproof ,Caribbean,Overproof,10,28.32,6.3
Bacardi Grand Melon ,Puerto Rico,Flavored,20,None,3.8
Bacardi Dragon Berry ,Puerto Rico,Flavored,20,30.39,4.2
Mauritius Club Dark ,Mauritius,Dark,20,44.17,7.2
Dark Matter Spiced ,Scotland,Spiced,20,45.63,6.7
A. H. Riise XO 175 Years Anniversary ,Denmark,Aged,20,79.67,7.5
Havana Club Barrel Proof ,Cuba,Aged,20,None,8.3
Plantation Black Cask 1651 ,Caribbean,Aged,20,None,6.9
Angostura Cask Collection Number 1 Batch 2 ,Trinidad,Aged,20,None,7.9
Bacardi O ,Puerto Rico,Flavored,20,None,3.6
Oronoco Fazenda Reserva ,Brazil,Light,20,None,7.4
Oliver's Exquisito 1995 Vintage Solera ,Dominican Republic,Aged,20,None,7.7
Plantation Guyana 2005 ,Caribbean,Aged,20,49.33,7.1
Thomas Tew Authentic ,USA,Gold,20,None,8.0
Old New Orleans Cajun Spice ,USA,Spiced,20,None,7.1
Clement 6-Year Rhum,Martinique,Rhum Agricole,20,None,6.3
Phraya Gold ,Thailand,Gold,10,66.0,6.8
Mauritius Club Dark ,Mauritius,Dark,20,44.17,7.2
Ron Contrabando Anejo 5-Year ,Dominican Republic,Gold,10,14.56,6.4
Plantation Guyana 2005 ,Caribbean,Aged,20,49.33,7.1
Dark Matter Spiced ,Scotland,Spiced,20,45.63,6.7
Punta Cana 15-Year ,Dominican Republic,Aged,20,31.92,7.8
Thomas Tew Authentic ,USA,Gold,20,None,8.0
The Scarlet Ibis Gold ,Trinidad,Gold,20,60.51,7.8
Havana Club Barrel Proof ,Cuba,Aged,20,None,8.3
Plantation Jamaica 2002 ,Caribbean,Aged,19,None,7.0
Old Pascas Negro ,Barbados,Dark,19,None,3.2
Atlantico Platino ,Dominican Republic,Light,19,37.89,5.4
Dzama Vanilla ,Madagascar,Flavored,19,37.29,6.8
Kirkland Spiced ,USA,Spiced,19,None,4.9
Skipper Dark ,Guyana,Dark,19,28.68,6.7
 Don Pancho 8-Year ,Panama,Aged,19,29.91,7.4
HSE Extra Vieux XO ,Martinique,Aged,19,91.1,7.7
Flying Dutchman Premium Dark ,Netherlands,Dark,19,34.59,6.2
Bayou Silver ,USA,Light,19,None,6.9
Ron Abuelo Anejo XV Napoleon ,Panama,Aged,19,None,8.4
Bacardi Carta Fuego ,Puerto Rico,Spiced,19,None,6.9
Ron Mulata Anejo 7-Years ,Cuba,Aged,19,22.15,6.4
Ron Centenario 9-Year ,Costa Rica,Aged,19,38.1,6.3
La Mauny Blanc Rhum,Martinique,Rhum Agricole,19,21.44,5.8
Bacardi Torched Cherry ,Puerto Rico,Flavored,19,21.51,3.8
Companero Gran Reserva  ,Caribbean,Aged,19,None,4.8
Plantation Jamaica 2002 ,Caribbean,Aged,19,None,7.0
Bacardi Carta Fuego ,Puerto Rico,Spiced,19,None,6.9
Dictador 10-Year ,Colombia,Aged,19,None,6.6
Domaine de Severin XO ,Guadeloupe,Aged,18,None,5.7
Havana Club Union ,Cuba,Aged,9,428.1,8.8
Arcane Delicatissime ,Mauritius,Gold,18,31.44,7.1
Old Brigand Black Label ,Barbados,Aged,18,None,7.3
Prichard's Crystal ,USA,Gold,9,32.03,7.1
Austrian Empire Reserva 1863 ,UK,Aged,18,None,8.1
El Dorado Spiced ,Guyana,Spiced,9,18.17,6.1
Siesta Key Spiced ,USA,Spiced,18,None,7.8
Lemon Hart Original ,Guyana,Gold,18,24.99,6.1
Mocambo 10 Pistol 1821 ,Mexico,Aged,9,39.87,5.2
Mocambo 15 Single Barrel ,Mexico,Aged,9,38.8,5.0
Old Vatted Demerara (OVD) Dark ,Scotland,Dark,18,None,5.9
Rum Nation Caroni 1998 ,Italy,Aged,18,None,7.2
Trois Rivieres 5-Year ,Martinique,Gold,9,47.78,6.2
Vizcaya Cristal ,Dominican Republic,Light,9,31.84,8.6
Old Man Spirits Rum Project One ,Caribbean,Gold,18,None,6.9
Oliver's Exquisito 1990 Vintage Solera ,Dominican Republic,Aged,18,None,8.2
Santiago de Cuba 20-Year ,Cuba,Aged,18,170.08,8.1
1931 81st Anniversary ,St. Lucia,Aged,17,88.08,8.7
Clement Canna Bleue Rhum,Martinique,Rhum Agricole,17,None,7.7
Neisson White 50 ,Martinique,Light,17,None,7.6
Saint James Vieux ,Martinique,Gold,17,None,5.4
Santos Dumont XO ,Brazil,Aged,17,None,7.7
Prichard's Fine ,USA,Aged,17,57.72,6.8
1931 81st Anniversary ,St. Lucia,Aged,17,88.08,8.7
Santa Teresa Selecto ,Venezuela,Aged,17,35.24,7.4
Blue Chair Bay Banana ,Barbados,Flavored,17,None,6.5
Santa Teresa Rhum Orange Liqueur ,Venezuela,Flavored,17,None,7.4
Rum Nation Barbados 10-Year 2014 ,Italy,Aged,17,None,6.8
Pitu Light Cachaca,Brazil,Cachaca,17,None,3.6
Austrian Empire Solera 18 ,UK,Aged,17,47.1,7.1
Plantation Trinidad Overproof ,Caribbean,Overproof,17,None,6.4
Plantation Trinidad 2003 ,Caribbean,Aged,17,None,7.2
Shellback Silver ,USA,Light,17,None,6.5
Westerhall Plantation ,Grenada,Gold,17,44.21,7.3
The Real McCoy 5-Year ,Barbados,Gold,17,None,7.0
Rum Nation Panama 18-Year ,Italy,Aged,17,87.78,7.1
Jonah's Curse Black Spiced ,United States,Spiced,17,None,6.5
A. H. Riise Black Barrel Navy Spiced ,Denmark,Aged,16,45.44,6.8
Coruba 18-Year ,Jamaica,Aged,8,82.53,4.8
Pusser's Red Label ,British Virgin Isles,Gold,16,None,6.9
Bayou Select ,USA,Aged,16,None,5.8
Old Monk The Legend ,India,Aged,8,68.83,5.5
51 Light Cachaca,Brazil,Cachaca,16,None,5.5
Lamb's Spiced ,Canada,Spiced,16,17.33,4.4
Old Monk The Legend ,India,Aged,8,68.83,5.5
Rum-Bar Gold ,Jamaica,Gold,16,None,4.8
Old Nick Blanc ,Martinique,Light,16,18.13,2.1
El Dorado 1986 Vintage 25-Year ,Guyana,Aged,16,None,9.1
Charrette Blanc ,Reunion,Light,16,24.96,5.0
Bundaberg RED ,Australia,Gold,8,33.13,4.9
Ron Mulata Anejo Gran Reserva ,Cuba,Aged,16,None,6.4
Black Tot Royal Navy ,UK,Aged,16,None,8.7
Saint James Hors d'Age ,Martinique,Aged,16,None,6.7
Appleton Estate 30-Year Limited Edition ,Jamaica,Aged,16,None,8.8
Saint James Quintessence ,Martinique,Aged,8,153.74,8.4
Depaz Blue Cane Amber Rhum,Martinique,Rhum Agricole,16,None,6.7
Stroh 40 ,Austria,Flavored,16,None,3.9
Lamb's White ,Canada,Light,16,None,2.7
A. H. Riise Black Barrel Navy Spiced ,Denmark,Aged,16,45.44,6.8
Coruba 18-Year ,Jamaica,Aged,8,82.53,4.8
Sunset Captain Bligh Golden ,St. Vincent,Gold,16,39.42,7.6
Pusser's Red Label ,British Virgin Isles,Gold,16,None,6.9
Bayou Select ,USA,Aged,16,None,5.8
A. H. Riise Centennial Celebration ,Denmark,Aged,15,None,8.9
El Dorado EHP Single Barrel ,Guyana,Aged,15,None,8.0
Rum Company Old Barbados ,Germany,Aged,15,None,6.7
Seven Tiki Spiced ,Fiji,Spiced,15,None,6.3
El Dorado EHP Single Barrel ,Guyana,Aged,15,None,8.0
Angostura 1919 Deluxe Aged Blend ,Trinidad,Aged,15,None,6.7
Rum SixtySix Family Reserve ,Barbados,Gold,15,60.91,7.4
Ron Abuelo Anejo XV Tawny ,Panama,Aged,15,None,8.5
Don Q 2005 Limited Edition ,Puerto Rico,Aged,15,None,7.1
Seven Tiki Spiced ,Fiji,Spiced,15,None,6.3
St. Nicholas Abbey 15-Year ,Barbados,Aged,15,None,8.9
A. H. Riise Centennial Celebration ,Denmark,Aged,15,None,8.9
Ron Millonario Aniversario Reserva 10-Year ,Peru,n/a,15,None,7.2
Lemon Hart Premium ,Guyana,Gold,15,None,7.1
El Dorado 1980 Vintage 25-Year ,Guyana,Aged,15,None,9.8
Oliver &amp; Oliver Oliver's Maximo ,Dominican Republic,Aged,15,None,7.8
Rum Company CocoOrange ,Germany,Flavored,15,None,4.6
Saint James Imperial Blanc ,Martinique,Light,15,18.12,5.7
Rum Company Old Barbados ,Germany,Aged,15,None,6.7
Fair Gold 5-Year ,Belize,Gold,15,47.24,7.4
Kakadu Elixir de Banana ,Dominican Republic,Flavored,14,None,7.4
Ocean's Deep &amp; Singular 7-Year ,Spain,Gold,7,42.98,6.4
Tommy Bahama Golden Sun ,Barbados,Gold,14,None,5.9
Cruzan 151 ,US Virgin Islands,Overproof,14,58.22,6.1
Old New Orleans Amber ,USA,Gold,14,None,5.7
Ron Viejo de Caldas 8-Year ,Colombia,Aged,14,19.9,6.6
Matusalem Anejo ,Dominican Republic,Gold,7,17.36,5.0
Zafra Master Reserve 30-Year ,Panama,Aged,14,238.1,9.1
Saint James Blanc 50 ,Martinique,Light,14,None,6.3
Kakadu Elixir de Banana ,Dominican Republic,Flavored,14,None,7.4
BRN Sea Wynde ,Caribbean,Gold,14,None,6.5
Parce 8-Year ,Colombia,Aged,14,None,7.6
Ron Medellin Anejo 3-year ,Colombia,Aged,14,15.42,4.4
Clement Single Cask Green ,Martinique,Aged,14,57.43,7.3
Habitation Velier Hampden HLCF  ,Italy,Aged,14,None,8.9
Ron Abuelo Anejo XV Oloroso ,Panama,Aged,14,None,7.4
Ocean's Deep &amp; Singular 7-Year ,Spain,Gold,7,42.5,6.4
Plantation St. Lucia 2005 ,Caribbean,Aged,14,None,6.9
Juan Santos 9-Year ,Colombia,Aged,14,None,6.1
Captain Morgan Lime Bite ,Puerto Rico,Flavored,14,None,4.9
St. Nicholas Abbey 10-Year ,Barbados,Aged,14,None,8.3
Dillon Blanc 50% Rhum,Martinique,Rhum Agricole,14,None,5.7
Plantation Panama 2004 ,Caribbean,Aged,14,39.96,6.6
Rhum JM Gold Rhum,Martinique,Rhum Agricole,14,None,6.2
Arcane Cane Crush ,Mauritius,Light,7,26.73,6.3
Ron Viejo de Caldas 8-Year ,Colombia,Aged,14,19.67,6.6
Ron Cubay Reserva Especial ,Cuba,Aged,14,None,6.3
Montecristo 12-Year ,Guatemala,Aged,14,None,7.6
Bajan Estate XO ,Barbados,Gold,13,None,7.4
Plantation Belize XO Single Cask Pineau des Charentes Finish ,Caribbean,Aged,13,None,7.8
Lazy Dodo Single Estate ,Mauritius,Aged,13,None,5.8
Bristol Classic 1996 Trinidad ,UK,Aged,13,None,8.1
Foursquare Criterion ,Barbados,Aged,13,None,8.7
Pyrat Pistol ,Anguilla,Gold,13,None,6.7
Tres Hombres Porto Bayan 2005 Rum 12 YO Ed. 020  ,Caribbean,Aged,13,None,5.5
Plantation St Lucia 2004 ,Caribbean,Aged,13,None,7.7
Appleton Estate Master Blender's Legacy ,Jamaica,Aged,13,None,8.9
Plantation Belize XO Single Cask Pineau des Charentes Finish ,Caribbean,Aged,13,None,7.8
Dillon Blanc 55 Rhum,Martinique,Rhum Agricole,13,None,5.5
Rumbullion XO 15-Year ,Caribbean,Aged,13,101.19,6.5
Bristol Classic 1996 Trinidad ,UK,Aged,13,None,8.1
Lazy Dodo Single Estate ,Mauritius,Aged,13,None,5.8
Opthimus 25-Year Port Finish ,Dominican Republic,Aged,13,None,9.2
A. H. Riise XO Royal Reserve ,Denmark,Aged,13,77.11,7.7
Sammys Beach Bar Light ,USA,Light,13,None,6.1
Bacardi 8 Gran Reserva ,Puerto Rico,Aged,13,None,6.8
Saint James Reserve Privee 12-Year ,Martinique,Aged,13,None,7.5
Havana Club Anejo Classico ,Cuba,Aged,13,None,5.4
Sugar Island spiced ,USA,Spiced,13,None,6.2
Pirate's Grog No. 13 ,Honduras,Aged,13,None,7.9
Trois Rivieres Ambre ,Martinique,Gold,13,None,6.6
El Dorado Golden Cream ,Guyana,Flavored,13,None,7.1
Seven Fathoms Premium ,Cayman Islands,Gold,13,None,5.9
Rum Company Aficionado ,Germany,Aged,13,None,8.3
Plantation Guadeloupe 1998 Single Cask ,Caribbean,Aged,13,None,7.8
Hamilton Jamaican Black ,Caribbean,Dark,13,None,7.5
Hamilton Jamaican Black ,Caribbean,Dark,13,None,7.5
Saint James Reserve Privee 12-Year ,Martinique,Aged,13,None,7.5
Trois Rivieres Ambre ,Martinique,Gold,13,None,6.6
Angostura White Reserva ,Trinidad,Light,13,22.35,5.9
Opthimus 25-Year Port Finish ,Dominican Republic,Aged,13,None,9.2
Coruba 12-Year ,Jamaica,Aged,6,42.74,4.5
Elements 8 Platinum ,St. Lucia,Light,6,57.17,7.7
Negrita Spice ,Martinique,Spiced,12,None,4.8
"1423 Ron Magec, Ron Añejo XO Pedro Ximenez ",Panama,Aged,12,None,6.9
Habitation Velier Foursquare 2013 ,Italy,Aged,12,None,7.7
XM Special 12-Year ,Guyana,Aged,6,36.35,4.5
Compagnie des Indes Latino 5-Year  ,Caribbean,Gold,12,None,7.4
A. H. Riise XO Port Cask ,Denmark,Aged,12,None,6.6
Angostura Single Barrel Reserve ,Trinidad,Aged,12,None,7.1
Ypioca Prata Cachaca,Brazil,Cachaca,12,33.03,5.5
Ron Caney Carta Blanca ,Cuba,Gold,4,8.94,5.8
Bacardi Fuego ,Puerto Rico,Flavored,12,None,5.0
Damoiseau VSOP ,Guadeloupe,Aged,12,58.37,7.6
Old Sam Rhum Demerara ,Guyana,Aged,12,None,7.8
Stroh 60 ,Austria,Flavored,12,None,3.9
Sammys Beach Bar Red Head ,USA,Light,12,None,4.8
Villa Rica 23-Year ,Mexico,Aged,12,None,5.1
Whaler's Original Dark ,USA,Dark,12,30.21,7.0
Hamilton Guyana 151 ,Caribbean,Overproof,12,None,8.0
Karukera Gold ,Guadeloupe,Aged,4,31.79,3.0
Compagnie des Indes Latino 5-Year  ,Caribbean,Gold,12,None,7.4
Ron Caney Carta Blanca ,Cuba,Gold,4,9.0,5.8
XM Special 12-Year ,Guyana,Aged,6,36.65,4.5
Old Sam Rhum Demerara ,Guyana,Aged,12,None,7.8
Blue Chair Bay Coconut Spiced Cream ,Barbados,Flavored,12,None,7.5
Brinley Gold Vanilla ,St. Kitts,Flavored,12,None,7.2
Bacardi Fuego ,Puerto Rico,Flavored,12,None,5.0
Doorly's 8-Year ,Barbados,Gold,12,None,7.6
Ron Panama Ron 1914 Edicion Gatun ,Panama,Aged,12,None,6.6
Hamilton Guyana 151 ,Caribbean,Overproof,12,None,8.0
Sammys Beach Bar Red Head ,USA,Light,12,None,4.8
Compagnie des Indes Caraibes ,Caribbean,Gold,12,None,7.0
Captain Morgan Coconut ,Puerto Rico,Flavored,12,None,4.0
"1423 Ron Magec, Ron Añejo XO Pedro Ximenez ",Panama,Aged,12,None,6.9
Reimonenq Vieux ,Guadeloupe,Aged,4,47.61,8.3
Whaler's Original Dark ,USA,Dark,12,30.41,7.0
Ron Zacapa Royal ,Guatemala,Aged,12,None,8.3
A. H. Riise XO Port Cask ,Denmark,Aged,12,None,6.6
La Favorite Blanc Coeur de Canne Rhum,Martinique,Rhum Agricole,11,None,6.5
Bacoo 12-Year ,Dominican Republic,Aged,11,None,7.5
Bacardi Elixir ,Puerto Rico,Dark,11,11.56,4.1
Brinley Gold Coconut ,St. Kitts,Flavored,11,None,8.1
Old Pascas Blanco ,Barbados,Light,11,None,2.3
Rhum JM Cuvee 1845 ,Martinique,Aged,11,None,7.9
Rum-Bar White Overproof ,Jamaica,Overproof,11,None,4.1
Skotlander Spirits Handcrafted I ,Denmark,Light,11,None,7.6
La Favorite Blanc Coeur de Canne Rhum,Martinique,Rhum Agricole,11,None,6.5
Flor de Cana Extra Lite 4 ,Nicaragua,Light,11,None,6.1
Bacardi 1909 Superior Heritage Limited Edition ,Puerto Rico,Aged,11,96.68,7.5
Pumpkin Face 23 ,Dominican Republic,Aged,11,None,6.9
Mount Gay 1703 Master Select ,Barbados,Aged,11,None,8.0
Foursquare Triptych ,Barbados,Aged,11,None,8.8
Old Pascas Blanco ,Barbados,Light,11,None,2.3
Pusser's Nelson's Blood Yachting Decanter ,British Virgin Isles,Aged,11,112.47,7.3
Tanduay Dark ,Philippines,Aged,11,None,6.7
Havana Club Pacto Navio ,Cuba,Aged,11,None,5.5
Elements 8 Spiced ,St. Lucia,Spiced,11,47.29,6.2
Facundo  Exquisito ,Puerto Rico,Aged,11,None,8.3
Calico Jack Spiced ,USA,Spiced,11,None,7.5
Tommy Bahama White Sands ,Barbados,Light,11,None,6.5
Ron Ocumare 12-Year ,Venezuela,Aged,11,40.6,7.3
Chamarel  XO 6-Year ,Mauritius,Aged,11,133.93,6.4
Koloa Spice ,USA,Spiced,11,None,5.6
Plantation Grenada 2004 ,Caribbean,Aged,11,None,7.5
Belmont Estate Golden Coconut ,Saint Kitts and Nevis,Gold,11,48.34,6.9
Taylor’s Velvet Falernum ,Barbados,Flavored,11,None,6.5
Travellers 1 Barrel ,Belize,Gold,11,None,5.2
Belmont Estate Golden Coconut ,Saint Kitts and Nevis,Gold,11,48.34,6.9
Santa Teresa Araku Coffee ,Venezuela,Flavored,11,33.63,7.0
Taylor’s Velvet Falernum ,Barbados,Flavored,11,None,6.5
Ron Baoruco 21-Year ,Dominican Republic,Aged,11,54.7,7.6
Dillon Tres Vieux ,Martinique,Gold,11,None,6.4
Koloa Spice ,USA,Spiced,11,None,5.6
Chamarel  XO 6-Year ,Mauritius,Aged,11,133.93,6.4
Mount Gay 1703 Master Select ,Barbados,Aged,11,None,8.0
Captain Morgan Jack O Blast Spiced ,Puerto Rico,Spiced,11,None,6.4
Tiburon Small Batch ,Belize,Gold,11,None,6.3
Bacardi 1909 Superior Heritage Limited Edition ,Puerto Rico,Aged,11,96.68,7.5
Tommy Bahama White Sands ,Barbados,Light,11,None,6.5
Travellers 1 Barrel ,Belize,Gold,11,None,5.2
Appleton Estate 50-Year ,Jamaica,Aged,10,None,9.4
Cihuatan Reserva Especial 8-Year ,El Salvador,Aged,10,None,7.6
Dzama Cuvee Blanche Blanc ,Madagascar,Light,10,40.06,7.3
Facundo  Eximo ,Puerto Rico,Aged,10,None,7.8
Carta Vieja Golden Cask 18-Year ,Panama,Aged,10,None,6.2
Sagatiba Pura Cachaca,Brazil,Cachaca,10,None,6.6
Compagnie des Indes Barbados 1998 16-Year ,Caribbean,Aged,10,None,9.1
El Dorado Enmore 1993 ,Guyana,Aged,10,None,8.2
Caraibe Peter ,Denmark,Aged,10,None,5.3
Damoiseau 5-Year ,Guadeloupe,Gold,5,59.01,7.6
Afrohead XO ,Trinidad,Aged,10,None,7.5
Appleton Estate Joy Anniversary Blend ,Jamaica,Aged,10,None,9.3
Brugal Carta Dorada ,Dominican Republic,Gold,10,None,5.7
Afrohead Original ,Trinidad,Gold,10,None,7.3
Hansen Blue ,Jamaica,Gold,10,None,2.3
Damoiseau 5-Year ,Guadeloupe,Gold,5,58.72,7.6
Blackbeard Spiced ,Puerto Rico,Spiced,10,None,5.7
Mezan Guyana 2005 ,Caribbean,Aged,10,60.9,7.5
Compagnie des Indes Barbados 1998 16-Year ,Caribbean,Aged,10,None,9.1
Ron Los Valientes 15-Year ,Mexico,Aged,5,54.56,7.2
Cruzan Pineapple ,US Virgin Islands,Flavored,10,18.25,5.2
Neisson L'Espirit of Neisson 70 ,Martinique,Light,10,None,8.2
Monkey Spiced ,Caribbean,Spiced,10,None,7.9
Santiago de Cuba Extra Anejo ,Cuba,Aged,10,361.12,9.2
Batiste Blanc Rhum,Guadeloupe,Rhum Agricole,10,None,7.2
Siesta Key Toasted Coconut ,USA,Flavored,10,None,7.8
896 8-Year ,Barbados,Aged,10,None,6.4
Selvarey Cacao ,Panama,Flavored,10,None,8.6
Compagnie des Indes Jamaica Navy Strength 5-Year ,Caribbean,Gold,10,None,6.8
Dzama Cuvee Blanche Blanc ,Madagascar,Light,10,39.94,7.3
Cruzan Black Cherry ,US Virgin Islands,Flavored,10,None,6.2
Summum 12-Year Cognac Cask Finish ,Trinidad,Aged,10,52.32,7.3
Summum Sauterne Cask Finish ,Trinidad,Aged,10,None,7.0
Companero Panama ,Caribbean,Aged,10,None,7.4
Stolen Smoked ,New Zealand,Flavored,10,None,4.9
Cruzan Black Cherry ,US Virgin Islands,Flavored,10,None,6.2
Batiste Blanc Rhum,Guadeloupe,Rhum Agricole,10,None,7.2
Santiago de Cuba Extra Anejo ,Cuba,Aged,10,365.2,9.2
Selvarey Cacao ,Panama,Flavored,10,None,8.6
Appleton Estate Joy Anniversary Blend ,Jamaica,Aged,10,None,9.3
Drunken Sailor Spiced ,Caribbean,Flavored,10,None,8.7
Mezan Guyana 2005 ,Caribbean,Aged,10,61.58,7.5
Summum 12-Year Cognac Cask Finish ,Trinidad,Aged,10,52.91,7.3
Savanna 5-Year ,Reunion,Gold,5,55.92,4.8
Depaz VSOP ,Martinique,Aged,10,58.54,8.4
Clarkes Court Old Grog ,Grenada,Aged,10,None,6.0
Compagnie des Indes Jamaica Navy Strength 5-Year ,Caribbean,Gold,10,None,6.8
Stolen Smoked ,New Zealand,Flavored,10,None,4.9
Siesta Key Toasted Coconut ,USA,Flavored,10,None,7.8
Bayou Satsuma ,USA,Flavored,10,None,6.8
Bacardi Gran Reserva Limitada ,Puerto Rico,Aged,10,None,7.8
896 8-Year ,Barbados,Aged,10,None,6.4
Bristol Classic 1974 Trinidad ,UK,Aged,9,279.69,8.7
Admiral Nelson's Black Patch ,USA,Dark,9,None,4.1
Old Man Guavaberry Republic 5-Year ,Saint Martin,Gold,9,None,7.1
Brinley Gold Mango ,St. Kitts,Flavored,9,34.67,7.9
Rhum JM Vintage 1999 ,Martinique,Aged,9,None,8.6
Tortuga Coconut ,British West Indies,Flavored,9,None,6.8
Stolen Gold ,New Zealand,Gold,9,None,6.2
Bristol Classic 1974 Trinidad ,UK,Aged,9,277.81,8.7
Ronrico Silver Label ,Caribbean,Light,9,None,3.3
Clement Terre Caraïbe ,Martinique,Aged,3,25.23,6.3
Habitation Velier Hampden 2010 LROK HLCF  ,Italy,Aged,9,None,9.2
John Watling's Buena Vista ,Bahamas,Aged,9,None,7.3
Tortuga Coconut ,British West Indies,Flavored,9,None,6.8
Compagnie des Indes Jamaica 2007 7-Year ,Caribbean,Aged,9,None,7.4
Old Man Guavaberry Republic 5-Year ,Saint Martin,Gold,9,None,7.1
Rhum JM Vintage 1999 ,Martinique,Aged,9,None,8.6
Stolen Gold ,New Zealand,Gold,9,None,6.2
Arehucas 12-Year ,Spain,Aged,9,24.11,6.1
Juan Santos 12-Year ,Colombia,Aged,9,None,4.1
Capovilla PMG Blanc Rhum,Guadeloupe,Rhum Agricole,9,55.1,8.0
Rougaroux Sugarshine ,USA,Light,9,None,8.7
Coruba Dark ,Jamaica,Dark,9,42.7,6.7
