Name,Country,Type,Ratings,Price_USD,Rating 
Tilambic 151 ,Martinique,Overproof,3,45.56,6.0
Bones  Gold ,US Virgin Islands,Gold,9,None,8.8
Starr Ultra Superior Light ,Mauritius,Light,9,None,6.1
Rum Nation Jamaica Pot Still 8-Year ,Italy,Aged,9,68.88,6.6
Admiral Nelson's Black Patch ,USA,Dark,9,None,4.1
Malibu Pineapple ,Canada,Flavored,9,None,3.9
Pott 40 ,Germany,Gold,9,None,3.9
New Grove 2004 Single Barrel ,Mauritius,Aged,9,None,6.6
Plantation Black Cask 2016 ,Caribbean,Aged,9,None,6.9
Tilambic 151 ,Martinique,Overproof,3,45.56,6.0
Admiral Nelson's Black Patch ,USA,Dark,9,None,4.1
Arehucas 12-Year ,Spain,Aged,9,24.11,6.1
Plantation Black Cask 2016 ,Caribbean,Aged,9,None,6.9
Old New Orleans Reserve 10 ,USA,Aged,9,None,7.4
Starr Ultra Superior Light ,Mauritius,Light,9,None,6.1
Ronrico Silver Label ,Caribbean,Light,9,None,3.3
Lemon Hart Navy Spiced ,Guyana,Spiced,9,None,5.4
Malibu Pineapple ,Canada,Flavored,9,None,3.9
Rum Nation Jamaica Pot Still 8-Year ,Italy,Aged,9,68.88,6.6
Costa Rica Rum Company S.A. Ron Jaguar Edicion Turrialba - Cordillera Ron Extra Añejo ,Costa Rica,Aged,9,None,6.1
HSE Blanc Cuvée de l'an 2007 ,Martinique,Light,9,None,7.6
New Grove 2004 Single Barrel ,Mauritius,Aged,9,None,6.6
Barcelo Gran Platinum ,Dominican Republic,Light,9,12.69,7.7
896 5-Year ,Barbados,Gold,9,None,7.3
Montanya Distillers Oro Dark ,USA,Gold,9,None,6.0
Saint James Heritage ,Martinique,Aged,9,None,6.0
Ron Relicario Dominicano Supremo ,Dominican Republic,Gold,9,None,8.0
Holey Dollar Silver Coin ,Australia,Gold,3,23.9,5.0
Cruzan Estate Diamond Dark ,US Virgin Islands,Gold,8,None,6.9
Plantation Nicaragua 2004 ,Caribbean,Aged,8,38.69,7.9
Longueteau VS ,Guadeloupe,Aged,8,None,7.8
Montebello 8-Year ,Guadeloupe,Aged,4,67.06,7.8
Borgoe 8-Year ,Suriname,Aged,4,42.54,7.8
Cruzan Estate Diamond Dark ,US Virgin Islands,Gold,8,None,6.9
Appleton Estate Exclusive ,Jamaica,Aged,8,None,8.5
Rhum JM Cuvee du Fondateur ,Martinique,Aged,8,184.04,8.9
Plantation Nicaragua 2004 ,Caribbean,Aged,8,38.58,7.9
Tres Hombres Captain's Choice 2014 ,Caribbean,Gold,8,None,9.5
Dzama Vieux 3 ,Madagascar,Gold,4,38.01,5.0
Rum Fire Velvet Overproof ,Jamaica,Overproof,2,16.08,7.0
Sunset Very Strong ,St. Vincent,Overproof,8,None,7.0
Opthimus XO  ,Dominican Republic,Aged,8,None,8.0
Mezan Trinidad 1999 ,Caribbean,Aged,8,None,7.8
The Real McCoy Limited Edition12-Year ,Barbados,Aged,8,None,8.6
Chamarel V.O. ,Mauritius,Aged,8,None,7.9
Longueteau VS ,Guadeloupe,Aged,8,None,7.8
Longueteau VSOP ,Guadeloupe,Aged,8,None,8.0
Borgoe 8-Year ,Suriname,Aged,4,42.41,7.8
Saint James Reserve Privee 15-Year ,Martinique,Aged,8,None,8.1
La Compagnie Bathysphere Spytail Black Ginger ,France,Spiced,8,None,5.3
Ron Aldea Cana Pura ,Canary Islands,Light,8,None,2.1
Two James Spirits Doctor Bird Jamaica ,USA,Aged,8,None,6.6
Compagnie des Indes Guadeloupe 1998 16-Year ,Caribbean,Aged,8,None,7.5
Florida Old Reserve ,USA,Aged,8,None,7.3
Queen Charlotte's Reserve ,USA,Aged,8,None,8.5
Alleyne Arthur's Special Barbados ,Barbados,Gold,8,None,6.9
Tanduay Superior 12-Year ,Philippines,Aged,8,None,5.3
Compagnie des Indes Guadeloupe 1998 16-Year ,Caribbean,Aged,8,None,7.5
Rhum JM Cuvee du Fondateur ,Martinique,Aged,8,184.04,8.9
Opthimus XO  ,Dominican Republic,Aged,8,None,8.0
Queen Charlotte's Reserve ,USA,Aged,8,None,8.5
The Real McCoy Limited Edition12-Year ,Barbados,Aged,8,None,8.6
Barbancourt Pango ,Haiti,Flavored,8,None,6.5
Florida Old Reserve ,USA,Aged,8,None,7.3
Virgin Gorda British Caribbean ,Caribbean,Aged,8,None,6.4
Borgoe 8-Year ,Suriname,Aged,4,42.41,7.8
Alleyne Arthur's Special Barbados ,Barbados,Gold,8,None,6.9
Longueteau VS ,Guadeloupe,Aged,8,None,7.8
Tanduay Superior 12-Year ,Philippines,Aged,8,None,5.3
Siesta Key Gold ,USA,Gold,8,None,7.5
Ron Miel Guanche ,Canary Islands,Gold,8,None,6.5
Chamarel Premium White ,Mauritius,Light,4,32.27,6.5
Denizen Aged White ,Trinidad,Light,8,None,6.8
Malibu Mango ,Canada,Flavored,8,None,4.3
Three Sheets Barrel Aged ,USA,Aged,8,None,6.4
Santa Teresa Bicentenario A.J. Vollmer ,Venezuela,Aged,8,None,7.5
La Bella Cabresse Rhum Agricole Rhum,French Guyana,Rhum Agricole,8,None,7.8
Mombacho 12-Year ,Nicaragua,Aged,4,46.4,7.3
Revelation Smooth Ambler ,USA,Gold,8,None,7.4
Havana Club White ,Cuba,Light,8,None,3.4
Monkey Coconut ,Caribbean,Flavored,8,None,8.0
Longueteau VS ,Guadeloupe,Aged,8,None,7.8
Havana Club White ,Cuba,Light,8,None,3.4
St. George California Rhum,USA,Rhum Agricole,8,64.4,5.6
Monkey Coconut ,Caribbean,Flavored,8,None,8.0
New Grove Oak Aged ,Mauritius,Gold,8,21.57,5.3
Borgoe 8-Year ,Suriname,Aged,4,42.54,7.8
Santa Teresa Bicentenario A.J. Vollmer ,Venezuela,Aged,8,None,7.5
Barcelo Dorado ,Dominican Republic,Gold,8,None,5.5
Three Sheets Barrel Aged ,USA,Aged,8,None,6.4
Hamilton 86 Demerara ,Caribbean,Aged,7,None,7.4
Mount Gay Gilboa ,Barbados,Light,7,None,7.0
Old Captain Well Matured ,Caribbean,Gold,7,None,3.7
Kweyol Spiced ,St. Lucia,Spiced,7,None,6.4
Plantation Jamaica 8 ,Caribbean,Aged,7,None,5.4
St. Aubin Vanilla Rhum,Mauritius,Rhum Agricole,7,None,7.4
St. Nicholas Abbey 5-Year ,Barbados,Gold,7,None,9.1
Plantation Belize 8-Year Grapia Finish ,Caribbean,Aged,7,None,8.9
Habitation Velier forsyths wp 2005 ,Italy,Aged,7,None,8.7
Clement Canne Bleue ,Martinique,Aged,7,None,8.0
Blue Chair Bay Key Lime Rum Cream ,Barbados,Flavored,7,None,7.9
Tres Hombres Dominican Republic 2014 28-Year ,Caribbean,Aged,7,None,8.4
Ron Mulata Silver Dry ,Cuba,Light,7,None,6.0
Black Coral Light ,USA,Light,7,None,8.9
Cuba libre el dorado 15-Year ,Guyana,Aged,7,None,8.3
Black Coral Light ,USA,Light,7,None,8.9
Cuba libre el dorado 15-Year ,Guyana,Aged,7,None,8.3
Old Captain Well Matured ,Caribbean,Gold,7,None,3.7
Ron Espero XO ,Panama,Aged,7,49.3,7.6
Damoiseau Vieux ,Guadeloupe,Aged,7,None,6.6
Koloa Coconut ,USA,Flavored,7,None,7.9
St. Aubin Vanilla Rhum,Mauritius,Rhum Agricole,7,None,7.4
Old J Gold ,UK,Gold,7,None,5.7
Blue Chair Bay Key Lime Rum Cream ,Barbados,Flavored,7,None,7.9
Ron Mulata Silver Dry ,Cuba,Light,7,None,6.0
Tres Hombres Dominican Republic 2014 28-Year ,Caribbean,Aged,7,None,8.4
Clement Canne Bleue ,Martinique,Aged,7,None,8.0
Whaler's Rare Reserve Dark ,USA,Dark,7,None,7.0
New Grove Single Cask 2005 ,Mauritius,Aged,7,None,7.7
Rhum JM Calvados Cask Finish ,Martinique,Aged,7,None,9.3
Habitation Velier forsyths wp 2005 ,Italy,Aged,7,None,8.7
Plantation Belize 8-Year Grapia Finish ,Caribbean,Aged,7,None,8.9
Mount Gay Gilboa ,Barbados,Light,7,None,7.0
Vigia 18-Year ,Cuba,Aged,7,None,8.9
Plantation Panama 8-Year Single Cask Pineau des Charentes Finish ,Caribbean,Aged,7,None,6.9
Plantation Barbados 12-Year Single Cask Wild Cherry Finish ,Caribbean,Aged,7,None,9.0
Damoiseau VO ,Guadeloupe,Aged,7,None,7.3
Lost Spirits Navy Rum 68 ,USA,Gold,7,None,7.1
Myers's 10 Legend ,Jamaica,Aged,7,None,8.0
Plantation Panama Single Cask Sauterne Oak Finish 8-Year ,Caribbean,Aged,7,None,7.4
Clement Canne Bleue ,Martinique,Aged,7,None,8.0
Lost Spirits Navy Rum 68 ,USA,Gold,7,None,7.1
Vigia 18-Year ,Cuba,Aged,7,None,8.9
Damoiseau VO ,Guadeloupe,Aged,7,None,7.3
La Favorite Rhum Vieux Rhum,Martinique,Rhum Agricole,7,None,6.3
Plantation Barbados 12-Year Single Cask Wild Cherry Finish ,Caribbean,Aged,7,None,9.0
Dillon VSOP ,Martinique,Aged,7,None,5.3
Ron Varadero Añejo 3-Year ,Cuba,Gold,7,None,5.1
Bundaberg Master Distillers Blenders Edition 2014 ,Australia,Aged,7,None,7.0
Myers's 10 Legend ,Jamaica,Aged,7,None,8.0
Ophyum 23-Year ,Dominican Republic,Aged,7,None,6.1
Ron Centenario Conmemorativo ,Costa Rica,Aged,7,None,5.7
Old Monk Gold Reserve ,India,Gold,7,26.75,5.3
Plantation Panama 8-Year Single Cask Pineau des Charentes Finish ,Caribbean,Aged,7,None,6.9
1931 84th Anniversary ,St. Lucia,Aged,7,67.66,6.9
J. Wray Gold ,Jamaica,Gold,7,None,5.1
Panama-Pacific  23-Year ,Panama,Aged,7,None,8.0
Compagnie des Indes Panama 2004 11-Year ,Caribbean,Aged,7,None,8.4
Havana Club Maximo Extra Anejo ,Cuba,Aged,7,1.34,9.6
Tres Hombres Captain's Choice 2015 21-Year ,Caribbean,Aged,7,None,8.3
Key White ,Caribbean,Light,7,None,3.0
Trois Rivieres Cuvée du Moulin ,Martinique,Aged,7,None,7.3
Skotlander Spirits Cask ,Denmark,Aged,7,None,5.3
Old Monk Gold Reserve ,India,Gold,7,26.67,5.3
Key White ,Caribbean,Light,7,None,3.0
Koloa Gold ,USA,Gold,7,None,5.3
Plantation Jamaica 8 ,Caribbean,Aged,7,None,5.4
Dillon VSOP ,Martinique,Aged,7,None,5.3
Trois Rivieres Cuvée du Moulin ,Martinique,Aged,7,None,7.3
Captain Morgan Grapefruit ,Puerto Rico,Flavored,6,None,1.8
1423 SBS Juicy Calvados Finish ,Panama,Aged,6,None,4.2
Malecon Rare Proof 20-Year ,Panama,Aged,6,None,8.8
Koloa Coffee ,USA,Flavored,6,None,7.5
Trois Rivieres 8-Year ,Martinique,Aged,6,82.49,6.3
Kraken Black Label ,Trinidad,Spiced,6,None,4.8
Ronrico Gold Label ,Caribbean,Gold,6,None,3.3
El Dorado 1988 Vintage 25-Year ,Guyana,Aged,6,None,9.2
UF30E Enmore and Port Mourant 1998 ,Guyana,Aged,6,None,9.3
Royal Jamaican Gold ,Jamaica,Aged,6,None,5.3
UF30E Diamond 1999 ,Guyana,Aged,6,None,9.3
Santero Anejo ,Cuba,Gold,6,22.89,4.0
Barbancourt Traditional White ,Haiti,Light,6,None,6.3
Takamaka Bay St Andre 8-Year ,Seychelles,Aged,6,20.07,5.3
J. Bally 2002 Rhum,Martinique,Rhum Agricole,6,53.72,8.0
Plantation St. Lucia 2001 ,Caribbean,Aged,6,None,5.3
Lamb's Black Sheep Spiced ,Canada,Spiced,6,None,3.5
Velier Clairin Sajous Saint Michel L'Attalaye Haiti Rhum,Italy,Rhum Agricole,6,None,8.2
Punta Cana Black ,Dominican Republic,Dark,6,None,9.2
1423 SBS Juicy Calvados Finish ,Panama,Aged,6,None,4.2
Cacique Leyenda ,Venezuela,Aged,6,None,7.2
J. Bally 2002 Rhum,Martinique,Rhum Agricole,6,53.88,8.0
Ronrico Gold Label ,Caribbean,Gold,6,None,3.3
Royal Jamaican Gold ,Jamaica,Aged,6,None,5.3
Kraken Black Label ,Trinidad,Spiced,6,None,4.8
St. Lucia Distillers Bounty ,St. Lucia,Gold,6,None,5.8
Santero Anejo ,Cuba,Gold,6,23.0,4.0
Depaz Blanc Rhum,Martinique,Rhum Agricole,6,21.74,6.7
Cruzan Mango ,US Virgin Islands,Flavored,6,None,5.3
Takamaka Bay St Andre 8-Year ,Seychelles,Aged,6,20.13,5.3
Lamb's Black Sheep Spiced ,Canada,Spiced,6,None,3.5
El Dorado 1988 Vintage 25-Year ,Guyana,Aged,6,None,9.2
La Mauny Signature ,Martinique,Gold,6,None,4.7
Cubaney Solera Reserve 8-Year ,Dominican Republic,Aged,6,None,6.7
Cubaney Elixir de Miel 8-Year ,Dominican Republic,Aged,6,None,7.0
Cana Brava 7-Year ,Panama,Aged,6,None,5.2
Ophyum 12-Year ,Dominican Republic,Aged,6,None,6.8
UF30E Enmore and Port Mourant 1998 ,Guyana,Aged,6,None,9.3
Cane Mill 8-Year ,Barbados,Aged,6,None,6.3
Velier Clairin Sajous Saint Michel L'Attalaye Haiti Rhum,Italy,Rhum Agricole,6,None,8.2
Plantation Trinidad 2000 ,Caribbean,Aged,6,None,7.5
Caribbean's Finest Pineapple ,Dominican Republic,Flavored,6,None,8.8
Flying Dutchman Light ,Netherlands,Light,3,25.62,6.0
Depaz Blanc Rhum,Martinique,Rhum Agricole,6,21.92,6.7
Diplomatico Botucal 2001 Single Vintage ,Venezuela,Aged,6,None,8.7
Ron Miel Tobacco ,Canary Islands,Flavored,6,None,7.0
Ophyum 12-Year ,Dominican Republic,Aged,6,None,6.8
Plantation Trinidad 2000 ,Caribbean,Aged,6,None,7.5
South Bay Small Batch ,Dominican Republic,Aged,6,None,7.7
Caribbean's Finest Pineapple ,Dominican Republic,Flavored,6,None,8.8
Cubaney Solera Reserve 8-Year ,Dominican Republic,Aged,6,None,6.7
Velier Clairin Sajous Saint Michel L'Attalaye Haiti Rhum,Italy,Rhum Agricole,6,None,8.2
El Dorado 1988 Vintage 25-Year ,Guyana,Aged,6,None,9.2
Ron Carupano Oro 12-Year ,Venezuela,Aged,6,None,7.0
Bacardi Casa Special Reserve ,Puerto Rico,Aged,6,None,9.2
Plantation Grenada 1998 ,Caribbean,Aged,6,None,7.0
St. Nicholas Abbey White ,Barbados,Light,6,None,7.3
Cruzan Guava ,US Virgin Islands,Flavored,6,None,5.8
Legendario Gran Reserva 15 Years ,Cuba,Aged,6,None,8.5
Habitation Velier Hampden 2010 LROK ,Italy,Overproof,6,None,8.7
Wicked Dolphin Florida Spiced ,USA,Light,6,None,7.7
Cubaney Elixir de Miel 8-Year ,Dominican Republic,Aged,6,None,7.0
UF30E Enmore and Port Mourant 1998 ,Guyana,Aged,6,None,9.3
The Lash Spiced ,Trinidad,Spiced,6,None,7.5
Bielle 59% ,Guadeloupe,Light,6,None,7.8
XM Supreme 15-Year ,Guyana,Aged,3,54.09,4.3
Caribbean's Finest Pineapple ,Dominican Republic,Flavored,6,None,8.8
Doorly's 6-Year ,Barbados,Gold,6,None,6.0
Ron Varadero Añejo 5-Year ,Cuba,Gold,3,21.18,7.3
Legendario Gran Reserva 15 Years ,Cuba,Aged,6,None,8.5
Plantation Grenada 1998 ,Caribbean,Aged,6,None,7.0
Old Pascas Barbados Dark ,Barbados,Dark,6,None,5.3
XM Supreme 15-Year ,Guyana,Aged,3,53.48,4.3
El Dorado 1988 Vintage 25-Year ,Guyana,Aged,6,None,9.2
Cubaney Solera Reserve 8-Year ,Dominican Republic,Aged,6,None,6.7
The Lash Spiced ,Trinidad,Spiced,6,None,7.5
Isautier Rhum Arrangé Café Vanille ,Reunion,Flavored,6,None,5.5
Isautier Arrange Banane Flambie ,Reunion,Flavored,6,None,5.8
Juan Santos 5-Year ,Colombia,Gold,6,None,4.7
Pott 54 ,Germany,Gold,6,29.7,5.2
Ron Cubay Carta Blanca ,Cuba,Light,6,None,5.8
Chila Orchata Cinnamon Cream ,Puerto Rico,Flavored,6,None,6.2
Captain Morgan Pineapple ,Puerto Rico,Flavored,6,None,3.2
Dillon Tres Vieux Hors d'Age ,Martinique,Aged,6,None,8.8
Rhum JM 2003-2005 ,Martinique,Aged,6,95.19,6.5
Velho Barreiro Gold ,Brazil,Gold,6,None,5.0
Plantation St. Lucia 2001 ,Caribbean,Aged,6,None,5.3
UF30E Enmore and Port Mourant 1998 ,Guyana,Aged,6,None,9.3
Bundaberg Mutiny ,Australia,Spiced,6,None,5.7
Rhum JM 2003 ,Martinique,Aged,6,83.87,7.7
Cuba libre el dorado 21-Year ,Guyana,Aged,6,None,8.5
Hansen President ,Jamaica,Aged,6,None,1.8
Velho Barreiro Gold ,Brazil,Gold,6,None,5.0
Bristol Classic Caroni 1998 ,UK,Aged,6,None,6.2
 Ron Del Barrilito 2 Star ,Puerto Rico,Gold,6,36.22,6.3
Rum Nation Barbados 2015 10-Year ,Italy,Aged,6,None,6.5
Compagnie des Indes Guyana 2002 13-Year ,Caribbean,Aged,6,None,7.8
Cubaney Orangerie 12-Year ,Dominican Republic,Aged,6,None,5.8
Cruzan 5 Estate Diamond ,US Virgin Islands,Aged,6,None,6.7
HSE 2003 Sauternes Finish ,Martinique,Aged,6,None,7.2
Ron Miel Tobacco ,Canary Islands,Flavored,6,None,7.0
Kaniche Perfeccion ,Barbados,Aged,6,None,9.2
Ronrico Gold Label ,Caribbean,Gold,6,None,3.3
El Dorado 1988 Vintage 25-Year ,Guyana,Aged,6,None,9.2
UF30E Enmore and Port Mourant 1998 ,Guyana,Aged,6,None,9.3
Rum Nation Demerara 1990 23-Year ,Italy,Aged,6,None,8.5
Dillon Blanc 43 Rhum,Martinique,Rhum Agricole,5,None,5.4
La Occidental Guayabita del Pinar ,Cuba,Aged,5,None,8.0
Prichard's Private Stock ,USA,Aged,5,123.74,7.0
Angostura Fernandes Black Label ,Trinidad,Gold,5,None,3.6
Compagnie des Indes Belize Cask Strength 11-Year ,Caribbean,Aged,5,None,8.8
Travellers 5 Barrel ,Belize,Aged,5,None,6.2
RumBar Gold ,Jamaica,Gold,5,None,4.6
Old New Orleans 20th Anniversary Blend ,USA,Aged,5,None,8.0
RumBar Gold ,Jamaica,Gold,5,None,4.6
Damoiseau Vieux 8-Year ,Guadeloupe,Aged,5,None,6.0
Neisson White 52.5 Rhum,Martinique,Rhum Agricole,5,None,8.4
Ron Tabu Premium ,Dominican Republic,Aged,5,None,6.2
Angostura Fernandes Black Label ,Trinidad,Gold,5,None,3.6
Fortuna Reserva Exclusiva Anejo 8 ,Nicaragua,Aged,5,None,6.6
Lemon Hart Blackpool Spiced ,Guyana,Spiced,5,None,8.0
Old New Orleans 20th Anniversary Blend ,USA,Aged,5,None,8.0
RomDeLuxe Batch 1 ,Denmark,Aged,5,None,8.6
Kill Devil (Hunter Laing) Trinidad 1991 24-Year ,Scotland,Aged,5,None,7.2
Santiago de Cuba Carta Blanca ,Cuba,Light,5,11.77,4.6
J. Bally Ambre Rhum,Martinique,Rhum Agricole,5,24.57,6.6
Prichard's Private Stock ,USA,Aged,5,123.37,7.0
Clement 125th Anniversary ,Martinique,Aged,5,None,6.6
Castillo Spiced ,Puerto Rico,Spiced,5,None,5.2
La Mauny 1998 ,Martinique,Aged,5,95.82,7.4
Lemon Hart Original 1804 ,Guyana,Aged,5,None,5.0
Ron Viejo de Caldas Gran Reserve Especial ,Colombia,Aged,5,None,7.0
Mekhong Gold ,Thailand,Flavored,5,None,4.8
Longueteau XO ,Guadeloupe,Aged,5,None,9.0
Inner Circle Red ,Australia,Gold,5,None,4.6
Novo Fogo Silver ,Brazil,Light,5,None,6.8
Borgoe 82 ,Suriname,Gold,5,6.64,6.2
 Don Pancho 30-Year Reserva ,Panama,Aged,5,None,8.6
Lemon Hart Original 1804 ,Guyana,Aged,5,None,5.0
Neisson White 52.5 Rhum,Martinique,Rhum Agricole,5,None,8.4
RomDeLuxe Batch 1 ,Denmark,Aged,5,None,8.6
Clement 125th Anniversary ,Martinique,Aged,5,None,6.6
Kill Devil (Hunter Laing) Trinidad 1991 24-Year ,Scotland,Aged,5,None,7.2
Borgoe 82 ,Suriname,Gold,5,6.66,6.2
Novo Fogo Silver ,Brazil,Light,5,None,6.8
La Mauny 1998 ,Martinique,Aged,5,96.3,7.4
 Don Pancho 30-Year Reserva ,Panama,Aged,5,None,8.6
Ron Viejo de Caldas Gran Reserve Especial ,Colombia,Aged,5,None,7.0
Clarkes Court Pure White ,Grenada,Light,5,None,5.6
Longueteau XO ,Guadeloupe,Aged,5,None,9.0
Dzama La Cuvée Blanche ,Madagascar,Light,5,None,7.2
Lost Spirits Navy Rum Polynesian 66 ,USA,Gold,5,None,7.6
La Mauny Extra Ruby ,Martinique,Aged,5,169.04,7.2
Ron Malteco 25-Year ,Guatemala,Aged,5,None,7.0
Inner Circle Red ,Australia,Gold,5,None,4.6
Old Man Spirits Rum Project Two Spiced Orange ,Caribbean,Flavored,5,None,7.4
Mekhong Gold ,Thailand,Flavored,5,None,4.8
Tortuga Banana ,British West Indies,Flavored,5,None,7.0
Mount Gay Special Reserve ,Barbados,Aged,5,None,7.0
Prichard's Private Stock ,USA,Aged,5,123.74,7.0
Cayman Reef Double Black ,Caribbean,Dark,5,None,7.6
Ron Ocumare Reservado ,Venezuela,Aged,5,None,6.4
Clarkes Court Pure White ,Grenada,Light,5,None,5.6
Lost Spirits Navy Rum Polynesian 66 ,USA,Gold,5,None,7.6
Clement 125th Anniversary ,Martinique,Aged,5,None,6.6
Prichard's Private Stock ,USA,Aged,5,123.74,7.0
World's End World's End Rum ,Belgium,Aged,5,None,7.8
Old Man Spirits Rum Project Two Spiced Orange ,Caribbean,Flavored,5,None,7.4
Tanduay Philippine ,Philippines,Aged,5,None,1.6
The Haciendas Rhum Company Sister Isles ,Spain,Aged,5,None,8.6
Ron Malteco 25-Year ,Guatemala,Aged,5,None,7.0
Inner Circle Red ,Australia,Gold,5,None,4.6
Mekhong Gold ,Thailand,Flavored,5,None,4.8
Tortuga Banana ,British West Indies,Flavored,5,None,7.0
Ron Viejo de Caldas Gran Reserve Especial ,Colombia,Aged,5,None,7.0
Ron Ocumare Reservado ,Venezuela,Aged,5,None,6.4
Longueteau XO ,Guadeloupe,Aged,5,None,9.0
Legendario Añejo Blanco ,Cuba,Light,5,None,6.8
Cayman Reef Double Black ,Caribbean,Dark,5,None,7.6
Bentley Tobacco GmbH Bentley B 13 ,Germany,Aged,5,None,9.6
Cedar Ridge Dark ,USA,Dark,5,None,7.6
Bologne Vieux 42% ,Guadeloupe,Aged,5,None,7.6
Bambarra Reserve ,Turks and Caicos Islands,Aged,5,None,8.2
Habitation Velier Forsyths WP 502 White  ,Italy,Light,5,None,8.4
Rhum JM Very Old 1994 ,Martinique,Aged,5,None,8.4
Legendario Ron dorado ,Cuba,Gold,5,None,6.6
Tanduay Philippine ,Philippines,Aged,5,None,1.6
Key Dark ,Caribbean,Dark,5,None,4.6
Legendario Añejo Blanco ,Cuba,Light,5,None,6.8
Legendario Ron dorado ,Cuba,Gold,5,None,6.6
Cuate Anejo Gran Reserva ,Germany,Aged,5,None,5.8
Rhum JM Very Old 1994 ,Martinique,Aged,5,None,8.4
Habitation Velier Forsyths WP 502 White  ,Italy,Light,5,None,8.4
Trader Vics Dark ,USA,Dark,5,None,5.6
Ron Espero Caribbean Orange ,Panama,Aged,5,27.44,7.6
Dos Ron 21-Year ,Germany,Aged,5,None,5.4
Arehucas 7-Year ,Spain,Aged,5,18.48,6.2
VooDoo Spiced ,US Virgin Islands,Spiced,5,None,5.6
Juan Santos 21-Year ,Colombia,Aged,5,None,8.0
Palo Viejo White ,Puerto Rico,Light,5,None,5.6
Pusser's Spiced ,British Virgin Isles,Spiced,5,25.32,7.0
Cayman Reef Double Black ,Caribbean,Dark,5,None,7.6
Old J Cherry ,UK,Flavored,5,None,6.2
Bundaberg Five ,Australia,Light,5,None,3.4
Avua Amburana Cachaca,Brazil,Cachaca,5,None,5.4
Matusalem Extra Anejo ,Dominican Republic,Gold,5,16.87,7.2
Diplomatico 1997 Single Vintage ,Venezuela,Aged,5,None,9.6
Clement 125th Anniversary ,Martinique,Aged,5,None,6.6
Prichard's Private Stock ,USA,Aged,5,123.37,7.0
Stroh 38 ,Austria,Flavored,5,None,3.2
Stroh 38 ,Austria,Flavored,5,None,3.2
Longueteau Blanc Parcelle 9 Rhum,Guadeloupe,Rhum Agricole,5,None,8.4
Habitation Velier Forsyths WP 502 White  ,Italy,Light,5,None,8.4
Rum Nation Reunion 2016 7-Year ,Italy,Aged,5,None,6.4
Palo Viejo White ,Puerto Rico,Light,5,None,5.6
Key Dark ,Caribbean,Dark,5,None,4.6
Longueteau XO ,Guadeloupe,Aged,5,None,9.0
Ron Aldea Tradicion 1991 ,Canary Islands,Aged,5,None,8.2
Avua Amburana Cachaca,Brazil,Cachaca,5,None,5.4
Old St. Pete Righteous Rum &amp; Spice ,USA,Spiced,5,None,5.6
Cruzan Cream ,US Virgin Islands,Flavored,5,None,6.4
Legendario Ron dorado ,Cuba,Gold,5,None,6.6
Tres Hombres Dominican Republic 2011 ,Caribbean,Aged,5,None,6.8
Hampden Estate Gold ,Jamaica,Aged,5,10.45,5.6
Armut Two Indies ,India,Gold,5,None,5.6
Arehucas 7-Year ,Spain,Aged,5,18.48,6.2
Hamilton Jamaican Gold ,Caribbean,Gold,5,None,7.8
El Ron Prohibido El Ron Prohibido 15 Gran Reserva ,Mexico,Aged,5,None,6.2
Cayman Reef Double Black ,Caribbean,Dark,5,None,7.6
Charrette Vanille ,Reunion,Flavored,5,None,7.8
Lost Spirits Navy Rum Polynesian 66 ,USA,Gold,5,None,7.6
Calypso Spiced ,Barbados,Spiced,5,None,6.6
Ron Cartavio Solera 1929 ,Peru,Aged,5,None,6.8
Pink Pigeon Vanilla  ,Mauritius,Flavored,5,40.16,5.0
Legendario Añejo Blanco ,Cuba,Light,5,None,6.8
Old Man Spirits Project Three Dark Expression ,Caribbean,Dark,4,None,6.8
Ron Espero Anejo Especial ,Panama,Gold,2,24.75,5.0
Mombacho 19-Year Armagnac Finished ,Nicaragua,Aged,2,119.6,6.5
Dictador Claro 100  ,Colombia,Light,4,None,7.5
Smatts Gold ,Jamaica,Gold,4,None,5.3
Reimonenq Coeur de Chauffe Rhum,Guadeloupe,Rhum Agricole,4,None,7.0
Montecristo Premium ,Guatemala,Light,4,None,6.5
Karukera Millesime 2000 ,Guadeloupe,Aged,4,None,7.0
Caroni Caroni 17 ,Trinidad,Aged,4,None,7.8
Domaine de Severin VSOP ,Guadeloupe,Aged,4,None,7.8
Malibu Passionfruit ,Canada,Flavored,4,None,6.0
Plantation Barbados XO ,Caribbean,n/a,4,None,7.8
